pcs_rider_path,season,pcs_points,racedays,kms,wins,top3s,top10s
bruno-armirail,2020,121.0,53,8712,0,1,3
bruno-armirail,2019,70.0,67,9544,0,0,2
bruno-armirail,2018,64.0,62,8697,0,0,2
bruno-armirail,2017,31.0,15,1982,0,0,3
bruno-armirail,2016,,12,1461,0,0,0
bruno-armirail,2015,,1,124,0,0,0
bruno-armirail,2014,,2,76,0,0,0
alex-baudin,2026,675.0,62,10148,1,2,12
alex-baudin,2025,255.0,60,9369,0,2,4
alex-baudin,2024,694.0,69,10847,2,6,13
alex-baudin,2023,44.0,57,8923,0,0,1
alex-baudin,2022,20.0,2,385,0,0,0
alex-baudin,2021,,4,698,0,0,0
alex-baudin,2018,,1,5,0,0,0
jordan-jegat,2026,572.0,47,7358,1,4,13
jordan-jegat,2025,634.0,76,11870,0,1,17
jordan-jegat,2024,466.0,75,12407,0,5,12
jordan-jegat,2023,140.0,40,6685,0,1,7
jordan-jegat,2022,17.0,50,8124,0,0,0
jordan-labrosse,2026,101.0,51,7711,0,0,4
jordan-labrosse,2025,152.0,69,10568,0,1,6
jordan-labrosse,2024,77.0,47,7189,0,0,4
jordan-labrosse,2023,6.0,18,3052,0,0,0
jordan-labrosse,2022,,1,12,0,0,0
valentin-paret-peintre,2026,495.0,79,12168,0,3,10
valentin-paret-peintre,2025,367.0,57,9101,2,4,7
valentin-paret-peintre,2024,458.0,81,12018,1,3,10
valentin-paret-peintre,2023,125.0,71,10688,0,0,4
valentin-paret-peintre,2022,5.0,47,6818,0,0,1
valentin-paret-peintre,2018,,2,21,0,0,0
nicolas-prodhomme,2026,221.0,57,8642,0,0,0
nicolas-prodhomme,2025,743.0,68,11025,6,8,18
nicolas-prodhomme,2024,182.0,74,11940,0,0,3
nicolas-prodhomme,2023,227.0,77,11857,0,1,6
nicolas-prodhomme,2022,54.0,81,12895,0,0,1
nicolas-prodhomme,2021,73.0,59,9256,0,0,3
nicolas-prodhomme,2020,,4,811,0,0,0
nicolas-prodhomme,2019,5.0,2,20,0,0,0
nicolas-prodhomme,2018,,3,581,0,0,0
nicolas-prodhomme,2017,,3,527,0,0,0
paul-seixas,2026,2165.0,47,7186,7,15,26
paul-seixas,2025,485.0,29,4518,0,6,14
paul-seixas,2024,90.0,1,22,0,0,0
paul-seixas,2023,7.0,3,67,0,0,0
pavel-sivakov,2026,52.0,53,8286,0,0,0
pavel-sivakov,2025,657.0,72,11546,1,5,9
pavel-sivakov,2024,694.0,82,13207,1,3,12
pavel-sivakov,2023,805.0,67,11033,1,5,21
pavel-sivakov,2022,617.0,61,9820,1,4,13
pavel-sivakov,2021,343.0,61,9689,0,2,6
pavel-sivakov,2020,416.0,42,6824,0,3,7
pavel-sivakov,2019,809.0,71,11372,3,4,18
pavel-sivakov,2018,160.0,66,8919,0,1,5
mark-donovan,2026,303.0,73,11923,0,1,6
mark-donovan,2025,222.0,68,10814,0,3,6
mark-donovan,2024,232.0,71,10549,0,0,9
mark-donovan,2023,287.0,69,10900,1,2,11
mark-donovan,2022,52.0,51,8141,0,0,1
mark-donovan,2021,126.0,64,10177,0,0,1
mark-donovan,2020,78.0,30,4977,0,0,2
mark-donovan,2019,,11,1658,0,0,0
mark-donovan,2018,,7,1085,0,0,0
mark-donovan,2017,10.0,1,9,0,0,0
oscar-onley,2026,646.0,53,7921,1,5,13
oscar-onley,2025,1620.0,71,10938,1,10,29
oscar-onley,2024,938.0,71,10629,1,7,17
oscar-onley,2023,350.0,58,9049,0,0,10
oscar-onley,2022,111.0,19,3426,0,4,7
oscar-onley,2021,,7,1020,0,0,0
finlay-pickering,2026,120.0,61,9191,0,0,6
finlay-pickering,2025,107.0,60,9074,0,0,4
finlay-pickering,2024,25.0,32,4335,0,0,1
finlay-pickering,2023,1.0,9,1385,0,0,0
finlay-pickering,2022,,4,547,0,0,0
tom-pidcock,2026,1536.0,49,8111,5,15,25
tom-pidcock,2025,1855.0,75,12615,5,16,39
tom-pidcock,2024,1053.0,54,8975,1,4,21
tom-pidcock,2023,1046.0,55,8989,2,4,15
tom-pidcock,2022,718.0,47,8097,1,5,12
tom-pidcock,2021,695.0,37,6685,1,3,7
tom-pidcock,2020,15.0,2,436,0,0,0
tom-pidcock,2019,2.0,5,641,0,0,0
tom-pidcock,2018,41.0,15,2224,0,0,2
tom-pidcock,2017,10.0,1,9,0,0,0
james-shaw,2026,94.0,75,12284,0,1,4
james-shaw,2025,150.0,80,12338,0,2,3
james-shaw,2024,58.0,73,10894,0,0,0
james-shaw,2023,171.0,57,9017,0,2,7
james-shaw,2022,160.0,65,10498,0,1,7
james-shaw,2021,186.0,21,3334,0,1,10
james-shaw,2020,19.0,23,3673,0,0,0
james-shaw,2019,94.0,18,2802,0,0,6
james-shaw,2018,32.0,58,9045,0,0,0
james-shaw,2017,11.0,51,7795,0,0,0
james-shaw,2016,,13,2097,0,0,1
james-shaw,2015,,2,222,0,0,0
callum-thornley,2026,207.0,73,10767,0,2,4
callum-thornley,2025,37.0,14,2108,1,1,4
callum-thornley,2024,4.0,11,1620,0,0,1
callum-thornley,2023,,9,1482,0,0,0
callum-thornley,2022,,1,100,0,0,0
alfred-wright,2026,231.0,49,8041,1,3,6
alfred-wright,2025,652.0,74,12510,0,3,15
alfred-wright,2024,297.0,69,11448,0,1,5
alfred-wright,2023,206.0,57,9252,1,2,9
alfred-wright,2022,541.0,67,11239,0,5,16
alfred-wright,2021,163.0,69,11009,0,2,6
alfred-wright,2020,64.0,47,7471,0,0,1
alfred-wright,2019,,7,1292,0,0,0
alfred-wright,2018,2.0,14,2030,0,0,1
adam-yates,2026,564.0,51,7750,2,5,10
adam-yates,2025,846.0,69,11414,3,5,13
adam-yates,2024,1342.0,72,10711,6,10,20
adam-yates,2023,1947.0,66,10415,5,16,28
adam-yates,2022,1132.0,57,9036,2,5,20
adam-yates,2021,1500.0,53,8689,2,8,24
adam-yates,2020,690.0,32,5247,2,4,11
adam-yates,2019,1306.0,74,11353,5,11,28
adam-yates,2018,958.0,77,11837,2,9,18
adam-yates,2017,950.0,72,11713,1,5,21
adam-yates,2016,734.0,56,9015,0,2,14
adam-yates,2015,680.0,58,9429,1,5,11
adam-yates,2014,612.0,79,12160,3,6,16
adam-yates,2013,5.0,11,1521,0,0,0
adam-yates,2012,,1,183,0,0,0
adam-yates,2011,,1,197,0,0,0
nikiforos-arvanitou,2026,57.0,31,4858,1,4,8
nikiforos-arvanitou,2025,20.0,11,1667,1,1,4
nikiforos-arvanitou,2024,21.0,16,2030,1,1,5
nikiforos-arvanitou,2023,6.0,30,4469,0,1,5
nikiforos-arvanitou,2022,2.0,25,3549,0,0,1
manuel-rodas,2026,8.0,2,216,0,1,2
manuel-rodas,2025,,2,214,0,0,2
manuel-rodas,2024,17.0,5,494,1,1,1
manuel-rodas,2023,17.0,4,437,1,1,2
manuel-rodas,2022,43.0,4,256,1,1,2
manuel-rodas,2021,40.0,5,487,1,1,3
manuel-rodas,2019,91.0,6,620,1,2,5
manuel-rodas,2018,50.0,4,404,1,2,2
manuel-rodas,2017,65.0,5,276,1,3,3
manuel-rodas,2016,43.0,5,502,2,2,3
manuel-rodas,2015,130.0,6,570,2,3,4
manuel-rodas,2014,18.0,3,351,1,1,2
manuel-rodas,2013,18.0,3,214,1,1,1
manuel-rodas,2012,,2,290,0,0,0
manuel-rodas,2011,10.0,1,160,0,0,0
manuel-rodas,2010,,1,15,0,0,0
manuel-rodas,2008,,2,181,0,0,0
manuel-rodas,2007,1.0,2,326,0,0,0
manuel-rodas,2006,2.0,1,44,0,0,1
juan-mardoqueo-vasquez-vasquez,2026,,1,180,0,0,1
juan-mardoqueo-vasquez-vasquez,2025,,2,214,0,0,2
juan-mardoqueo-vasquez-vasquez,2023,10.0,2,194,0,1,2
juan-mardoqueo-vasquez-vasquez,2022,22.0,2,34,1,2,2
juan-mardoqueo-vasquez-vasquez,2021,,2,170,0,0,2
juan-mardoqueo-vasquez-vasquez,2019,20.0,3,362,1,1,2
juan-mardoqueo-vasquez-vasquez,2018,15.0,2,182,1,1,2
juan-mardoqueo-vasquez-vasquez,2017,2.0,2,28,0,0,1
juan-mardoqueo-vasquez-vasquez,2016,,2,173,0,0,0
gil-landim-gomes,2026,19.0,3,196,0,2,2
gil-landim-gomes,2025,,1,82,0,0,0
fredd-matute,2026,10.0,3,280,0,0,0
fredd-matute,2025,11.0,2,0,0,1,2
fredd-matute,2024,32.0,7,464,1,2,2
fredd-matute,2019,,1,43,0,0,0
attila-valter,2026,121.0,62,9216,0,1,4
attila-valter,2025,138.0,58,9655,0,1,1
attila-valter,2024,523.0,81,12615,1,2,7
attila-valter,2023,468.0,66,10319,2,4,11
attila-valter,2022,339.0,62,10003,1,3,10
attila-valter,2021,231.0,68,10672,0,2,4
attila-valter,2020,237.0,48,7871,2,3,7
attila-valter,2019,195.0,28,3932,1,7,12
attila-valter,2018,24.0,13,1722,0,1,2
attila-valter,2017,,5,761,0,0,0
ben-healy,2026,247.0,47,7525,0,0,4
ben-healy,2025,1207.0,56,9068,2,9,18
ben-healy,2024,600.0,59,10203,1,1,14
ben-healy,2023,1024.0,55,8836,5,14,18
ben-healy,2022,108.0,55,8669,1,2,5
ben-healy,2021,,11,1700,0,0,2
ben-healy,2020,15.0,2,283,1,1,1
ben-healy,2019,,2,263,0,0,1
ben-healy,2018,12.0,2,25,0,0,0
jamie-meehan,2026,246.0,49,8036,0,2,12
jamie-meehan,2025,24.0,13,1995,0,2,2
jamie-meehan,2024,,2,165,0,0,0
jamie-meehan,2023,,1,166,0,0,1
ryan-mullen,2026,77.0,59,9056,1,1,2
ryan-mullen,2025,72.0,60,8744,1,1,1
ryan-mullen,2024,102.0,77,11368,0,1,1
ryan-mullen,2023,74.0,75,11674,1,1,2
ryan-mullen,2022,101.0,81,13054,0,0,3
ryan-mullen,2021,65.0,58,8450,2,2,2
ryan-mullen,2020,31.0,50,6934,0,0,2
ryan-mullen,2019,118.0,59,8055,1,2,5
ryan-mullen,2018,124.0,77,12033,2,2,3
ryan-mullen,2017,188.0,72,11077,2,3,7
ryan-mullen,2016,154.0,50,6925,0,1,5
ryan-mullen,2015,31.0,32,4740,1,1,2
ryan-mullen,2014,17.0,27,3755,1,1,2
ryan-mullen,2013,,1,172,0,0,0
darren-rafferty,2026,68.0,81,12228,0,1,1
darren-rafferty,2025,56.0,62,9204,0,1,2
darren-rafferty,2024,142.0,70,10298,1,2,4
darren-rafferty,2023,,4,659,0,0,1
darren-rafferty,2022,19.0,5,794,0,0,2
nadav-raisberg,2026,59.0,53,7624,1,2,4
nadav-raisberg,2025,80.0,72,11115,1,1,1
nadav-raisberg,2024,51.0,59,9577,0,0,1
nadav-raisberg,2023,20.0,26,3724,0,2,4
nadav-raisberg,2022,,16,2232,0,0,1
alberto-bettiol,2026,283.0,63,10441,1,1,4
alberto-bettiol,2025,454.0,64,9631,0,2,11
alberto-bettiol,2024,853.0,63,10126,4,8,19
alberto-bettiol,2023,339.0,63,9892,1,3,6
alberto-bettiol,2022,575.0,62,10074,0,5,18
alberto-bettiol,2021,281.0,50,8068,1,2,7
alberto-bettiol,2020,409.0,41,6657,1,2,6
alberto-bettiol,2019,679.0,62,10216,1,5,8
alberto-bettiol,2018,65.0,43,6532,0,1,2
alberto-bettiol,2017,353.0,71,11723,0,0,6
alberto-bettiol,2016,542.0,65,10371,0,2,9
alberto-bettiol,2015,86.0,60,9184,0,0,4
alberto-bettiol,2014,23.0,58,7872,0,0,2
alberto-bettiol,2013,,1,192,0,0,0
mattia-cattaneo,2026,149.0,49,7354,0,1,2
mattia-cattaneo,2025,177.0,62,9915,0,1,4
mattia-cattaneo,2024,200.0,56,8495,0,2,3
mattia-cattaneo,2023,381.0,76,10979,1,2,7
mattia-cattaneo,2022,82.0,51,7733,0,1,3
mattia-cattaneo,2021,769.0,69,10043,1,6,16
mattia-cattaneo,2020,178.0,39,6144,0,0,2
mattia-cattaneo,2019,411.0,61,9585,1,4,14
mattia-cattaneo,2018,211.0,57,9282,0,1,4
mattia-cattaneo,2017,539.0,58,9424,1,8,22
mattia-cattaneo,2016,65.0,73,10538,0,0,1
mattia-cattaneo,2015,10.0,58,8315,0,0,0
mattia-cattaneo,2014,68.0,67,10676,0,0,4
mattia-cattaneo,2013,19.0,41,6161,0,0,0
mattia-cattaneo,2012,27.0,4,780,0,0,0
giulio-ciccone,2026,809.0,52,8870,0,8,18
giulio-ciccone,2025,1405.0,64,10377,3,10,24
giulio-ciccone,2024,630.0,53,8631,0,3,11
giulio-ciccone,2023,902.0,62,9973,3,8,19
giulio-ciccone,2022,454.0,73,11977,1,2,11
giulio-ciccone,2021,358.0,68,11402,0,2,17
giulio-ciccone,2020,339.0,28,4983,1,1,4
giulio-ciccone,2019,578.0,75,12804,2,6,11
giulio-ciccone,2018,370.0,62,10086,1,4,12
giulio-ciccone,2017,228.0,70,11929,1,3,7
giulio-ciccone,2016,184.0,49,8031,1,1,8
giulio-ciccone,2015,,8,1041,0,0,0
lorenzo-finn,2026,184.0,24,3462,3,3,5
lorenzo-finn,2025,46.0,15,2332,0,1,1
lorenzo-finn,2024,222.0,4,101,0,0,0
lorenzo-finn,2023,,3,67,0,0,0
giulio-pellizzari,2026,1210.0,61,10016,6,15,23
giulio-pellizzari,2025,714.0,64,10064,1,3,12
giulio-pellizzari,2024,396.0,60,9288,0,3,13
giulio-pellizzari,2023,82.0,28,4124,0,2,5
giulio-pellizzari,2022,,7,1127,0,0,0
giulio-pellizzari,2021,,1,18,0,0,0
davide-piganzoli,2026,881.0,63,9866,4,6,15
davide-piganzoli,2025,606.0,72,11315,0,6,16
davide-piganzoli,2024,523.0,64,10051,2,3,6
davide-piganzoli,2023,88.0,31,5207,0,0,2
christian-scaroni,2026,1265.0,52,8563,3,12,27
christian-scaroni,2025,1323.0,57,9796,5,15,24
christian-scaroni,2024,310.0,71,11225,0,0,10
christian-scaroni,2023,350.0,71,11158,0,3,17
christian-scaroni,2022,148.0,39,6631,2,2,7
christian-scaroni,2021,66.0,49,7967,0,0,5
christian-scaroni,2020,10.0,22,3456,0,0,0
christian-scaroni,2019,,2,210,0,0,0
christian-scaroni,2018,,3,401,0,0,0
christian-scaroni,2017,,2,207,0,0,0
matteo-trentin,2026,428.0,47,7853,0,1,12
matteo-trentin,2025,512.0,59,9809,1,1,8
matteo-trentin,2024,731.0,68,11493,2,4,21
matteo-trentin,2023,571.0,78,13032,0,3,13
matteo-trentin,2022,775.0,63,11384,3,5,23
matteo-trentin,2021,951.0,73,12364,1,9,21
matteo-trentin,2020,404.0,51,8701,0,2,13
matteo-trentin,2019,1625.0,80,12998,6,22,47
matteo-trentin,2018,668.0,70,11137,2,3,19
matteo-trentin,2017,1272.0,83,13788,7,11,24
matteo-trentin,2016,643.0,70,12063,3,4,17
matteo-trentin,2015,603.0,78,13016,4,9,14
matteo-trentin,2014,429.0,80,13105,2,4,12
matteo-trentin,2013,285.0,80,12500,1,2,4
matteo-trentin,2012,136.0,65,10346,0,1,5
matteo-trentin,2011,43.0,18,2746,0,0,1
jo-hashikawa,2026,17.0,4,417,0,1,2
jo-hashikawa,2025,,9,1127,0,0,0
jo-hashikawa,2024,,1,72,0,0,0
jo-hashikawa,2023,3.0,16,1820,0,0,0
jo-hashikawa,2021,,1,9,0,0,0
anton-kuzmin,2026,24.0,47,6983,0,2,2
anton-kuzmin,2025,82.0,74,10720,0,2,3
anton-kuzmin,2024,19.0,65,8960,0,0,2
anton-kuzmin,2023,92.0,15,2120,1,4,6
anton-kuzmin,2022,2.0,2,188,0,1,2
anton-kuzmin,2021,4.0,38,5570,0,0,2
anton-kuzmin,2020,,22,3271,0,0,0
anton-kuzmin,2019,24.0,7,826,0,1,3
anton-kuzmin,2018,1.0,12,1778,0,0,0
anton-kuzmin,2017,6.0,16,1862,0,0,0
anton-kuzmin,2016,,8,1266,0,0,0
anton-kuzmin,2015,,3,320,0,0,0
daniil-marukhin,2026,10.0,4,406,0,0,1
daniil-marukhin,2025,7.0,27,3662,0,1,2
daniil-marukhin,2024,10.0,37,4757,0,0,1
daniil-marukhin,2023,50.0,7,1033,0,3,6
daniil-marukhin,2022,1.0,2,188,0,0,2
daniil-marukhin,2020,,4,553,0,0,0
daniil-marukhin,2019,4.0,4,445,0,0,1
daniil-marukhin,2018,,4,567,0,0,0
arthur-kluckers,2026,93.0,57,8186,1,2,4
arthur-kluckers,2025,49.0,58,8154,1,2,3
arthur-kluckers,2024,58.0,63,9078,1,1,3
arthur-kluckers,2023,91.0,56,8268,0,1,3
arthur-kluckers,2022,8.0,17,2377,0,0,0
arthur-kluckers,2021,,7,972,0,0,1
arthur-kluckers,2020,,17,2524,0,0,1
arthur-kluckers,2019,,6,619,0,0,0
arthur-kluckers,2018,2.0,2,21,0,0,0
arno-wallenborn,2026,70.0,19,2633,0,2,3
arno-wallenborn,2025,18.0,18,2665,0,0,1
arno-wallenborn,2024,2.0,6,852,0,0,1
arno-wallenborn,2023,,1,71,0,0,0
arno-wallenborn,2022,,1,140,0,0,0
arno-wallenborn,2021,,1,9,0,0,0
kristians-belohvosciks,2026,43.0,22,3528,1,4,6
kristians-belohvosciks,2025,25.0,21,2985,0,2,5
kristians-belohvosciks,2024,4.0,3,516,0,0,1
kristians-belohvosciks,2023,2.0,1,163,0,0,1
kristians-belohvosciks,2022,,4,443,0,0,1
kristians-belohvosciks,2021,,1,87,0,0,0
kristians-belohvosciks,2019,,1,17,0,0,0
emils-liepins,2026,105.0,42,7218,0,0,2
emils-liepins,2025,56.0,70,11008,0,0,3
emils-liepins,2024,126.0,61,9295,1,3,8
emils-liepins,2023,125.0,51,8001,1,2,8
emils-liepins,2022,142.0,54,8968,1,2,6
emils-liepins,2021,70.0,50,8209,0,1,5
emils-liepins,2020,87.0,54,8265,0,1,6
emils-liepins,2019,262.0,61,9424,1,5,23
emils-liepins,2018,113.0,20,2950,1,2,7
emils-liepins,2017,182.0,37,6157,0,5,9
emils-liepins,2016,47.0,31,3732,0,3,11
emils-liepins,2015,8.0,23,3103,0,0,2
emils-liepins,2014,73.0,7,918,0,2,4
emils-liepins,2013,5.0,6,910,0,0,1
emils-liepins,2012,68.0,5,812,0,1,2
emils-liepins,2011,3.0,3,545,0,0,0
martins-pluto,2026,89.0,6,808,2,3,5
martins-pluto,2025,6.0,16,2285,0,0,0
martins-pluto,2024,,13,1942,0,0,1
martins-pluto,2023,47.0,27,3906,0,1,3
martins-pluto,2022,6.0,18,2759,0,0,1
martins-pluto,2021,42.0,22,3527,0,0,5
martins-pluto,2020,,7,941,0,0,0
martins-pluto,2019,,13,1697,0,0,0
martins-pluto,2018,2.0,8,1201,0,0,1
martins-pluto,2017,,1,182,0,0,0
martins-pluto,2016,,1,12,0,0,0
toms-skujins,2026,165.0,53,8558,0,0,2
toms-skujins,2025,547.0,67,11266,2,2,9
toms-skujins,2024,867.0,66,11512,0,1,9
toms-skujins,2023,632.0,69,11609,1,4,16
toms-skujins,2022,392.0,73,12004,1,1,10
toms-skujins,2021,339.0,67,11109,2,3,9
toms-skujins,2020,137.0,41,6935,0,1,1
toms-skujins,2019,429.0,77,13118,1,3,8
toms-skujins,2018,549.0,82,12522,4,4,13
toms-skujins,2017,175.0,61,9343,1,3,7
toms-skujins,2016,125.0,58,8973,1,3,3
toms-skujins,2015,113.0,24,3457,1,1,8
toms-skujins,2014,33.0,23,3296,0,0,3
toms-skujins,2013,34.0,11,1885,0,1,3
toms-skujins,2012,19.0,47,7132,0,0,1
toms-skujins,2011,57.0,34,5728,0,0,2
toms-skujins,2010,65.0,3,545,0,1,2
victor-langellotti,2026,40.0,47,6800,2,2,2
victor-langellotti,2025,426.0,77,11553,1,5,10
victor-langellotti,2024,172.0,45,6561,0,1,3
victor-langellotti,2023,121.0,49,7370,1,1,6
victor-langellotti,2022,32.0,36,5069,1,1,2
victor-langellotti,2021,9.0,31,4140,0,0,0
victor-langellotti,2020,,1,89,0,0,0
victor-langellotti,2019,5.0,16,2163,0,0,0
victor-langellotti,2018,,8,1097,0,0,0
victor-langellotti,2015,,1,108,0,0,0
maral-erdene-batmunkh,2026,23.0,33,4338,0,0,2
maral-erdene-batmunkh,2025,11.0,12,1380,0,2,2
maral-erdene-batmunkh,2024,2.0,12,1560,0,0,2
maral-erdene-batmunkh,2023,17.0,13,1623,1,1,2
maral-erdene-batmunkh,2022,53.0,4,199,1,2,3
maral-erdene-batmunkh,2021,19.0,8,979,1,1,2
maral-erdene-batmunkh,2020,22.0,15,1604,1,2,2
maral-erdene-batmunkh,2019,64.0,34,4299,1,2,4
maral-erdene-batmunkh,2018,52.0,44,5809,2,2,4
maral-erdene-batmunkh,2017,59.0,39,4724,1,2,4
maral-erdene-batmunkh,2016,17.0,36,5042,1,1,2
maral-erdene-batmunkh,2015,3.0,15,2358,0,0,1
maral-erdene-batmunkh,2014,10.0,27,4015,0,1,1
maral-erdene-batmunkh,2013,,16,1778,0,0,0
alexandre-mayer,2026,25.0,23,2686,1,1,1
alexandre-mayer,2025,98.0,9,879,1,3,4
alexandre-mayer,2024,244.0,17,1318,1,3,5
alexandre-mayer,2023,81.0,16,1382,0,2,5
alexandre-mayer,2022,64.0,7,476,1,2,3
alexandre-mayer,2021,17.0,2,159,1,2,2
alexandre-mayer,2020,15.0,1,133,1,1,1
alexandre-mayer,2019,2.0,9,892,0,1,3
alexandre-mayer,2018,9.0,6,473,0,0,0
alexandre-mayer,2017,7.0,1,120,0,1,1
edgar-cadena,2026,167.0,32,5014,2,2,8
edgar-cadena,2025,55.0,47,7130,0,1,7
edgar-cadena,2024,53.0,42,6819,1,1,5
edgar-cadena,2023,15.0,13,1967,1,2,2
edgar-cadena,2021,,4,573,0,0,0
edgar-cadena,2020,,1,160,0,0,0
ulises-alfredo-castillo,2026,,1,198,0,0,0
ulises-alfredo-castillo,2024,35.0,4,561,0,1,2
ulises-alfredo-castillo,2023,5.0,1,158,0,0,0
ulises-alfredo-castillo,2022,,17,2348,0,0,0
ulises-alfredo-castillo,2021,,7,1065,0,0,0
ulises-alfredo-castillo,2020,32.0,9,1022,1,2,2
ulises-alfredo-castillo,2019,10.0,13,1648,0,1,1
ulises-alfredo-castillo,2018,38.0,20,2253,0,2,5
ulises-alfredo-castillo,2017,21.0,41,5731,0,0,4
ulises-alfredo-castillo,2016,56.0,21,3035,0,0,4
ulises-alfredo-castillo,2015,,11,1347,0,0,0
ulises-alfredo-castillo,2014,,12,1662,0,0,0
isaac-del-toro,2026,2510.0,57,8761,12,22,30
isaac-del-toro,2025,2755.0,73,12326,18,28,41
isaac-del-toro,2024,811.0,63,9571,3,7,18
isaac-del-toro,2023,15.0,4,657,0,0,2
isaac-del-toro,2022,,4,499,0,0,0
isaac-del-toro,2021,,1,18,0,0,0
jose-antonio-escarcega-mendizabal,2025,,1,162,0,0,0
jose-antonio-escarcega-mendizabal,2023,,2,354,0,0,0
jose-antonio-escarcega-mendizabal,2022,,5,520,0,0,0
eder-frayre,2026,63.0,3,435,0,1,2
eder-frayre,2025,12.0,3,312,0,2,2
eder-frayre,2024,,1,137,0,0,0
eder-frayre,2023,27.0,2,402,0,0,1
eder-frayre,2022,10.0,1,197,0,0,0
eder-frayre,2021,30.0,3,594,1,1,1
eder-frayre,2019,4.0,7,760,0,0,0
eder-frayre,2018,37.0,18,2342,0,0,5
eder-frayre,2017,16.0,27,3586,0,0,2
eder-frayre,2016,68.0,9,1294,0,1,2
eder-frayre,2015,14.0,2,347,0,0,1
eder-frayre,2014,10.0,2,213,0,1,2
eder-frayre,2012,,1,36,0,0,1
eder-frayre,2011,,1,12,0,0,0
carlos-alfonso-garcia-trejo,2026,,1,198,0,0,0
carlos-alfonso-garcia-trejo,2025,40.0,25,3595,1,1,1
carlos-alfonso-garcia-trejo,2024,5.0,9,1312,0,0,1
carlos-alfonso-garcia-trejo,2023,,4,657,0,0,0
carlos-alfonso-garcia-trejo,2022,,5,520,0,0,1
carlos-alfonso-garcia-trejo,2021,,1,18,0,0,0
pascal-eenkhoorn,2026,75.0,72,11306,0,0,2
pascal-eenkhoorn,2025,179.0,71,10771,0,1,3
pascal-eenkhoorn,2024,160.0,42,6986,0,2,2
pascal-eenkhoorn,2023,250.0,67,10614,0,2,3
pascal-eenkhoorn,2022,120.0,64,10860,1,1,3
pascal-eenkhoorn,2021,292.0,46,8045,1,1,6
pascal-eenkhoorn,2020,123.0,41,6590,1,2,10
pascal-eenkhoorn,2019,106.0,55,8863,0,0,1
pascal-eenkhoorn,2018,163.0,72,9946,2,2,6
daan-hoole,2026,266.0,57,9075,0,0,4
daan-hoole,2025,307.0,80,12073,2,2,9
daan-hoole,2024,154.0,64,10062,1,1,3
daan-hoole,2023,118.0,65,10333,0,1,5
daan-hoole,2022,91.0,55,8835,0,3,4
daan-hoole,2021,21.0,8,1482,0,0,1
daan-hoole,2020,,5,802,0,0,0
daan-hoole,2019,,3,405,0,0,0
daan-hoole,2018,6.0,3,481,0,0,0
daan-hoole,2016,12.0,2,30,0,0,0
menno-huising,2026,52.0,54,8280,0,0,0
menno-huising,2025,50.0,58,9172,0,0,0
menno-huising,2024,5.0,17,2496,0,0,0
menno-huising,2022,,1,9,0,0,0
menno-huising,2021,,1,9,0,0,0
bart-lemmen,2026,363.0,54,8604,1,3,8
bart-lemmen,2025,180.0,63,9601,0,3,4
bart-lemmen,2024,496.0,70,10647,0,2,12
bart-lemmen,2023,121.0,44,6373,0,0,10
bart-lemmen,2022,48.0,12,1463,0,0,4
bart-lemmen,2021,,1,30,0,0,1
bauke-mollema,2026,98.0,46,6560,0,2,5
bauke-mollema,2025,211.0,47,7025,0,1,4
bauke-mollema,2024,401.0,44,7015,0,0,5
bauke-mollema,2023,242.0,76,12196,0,0,7
bauke-mollema,2022,653.0,76,11938,1,3,16
bauke-mollema,2021,1201.0,82,13245,3,8,21
bauke-mollema,2020,321.0,28,4535,0,1,12
bauke-mollema,2019,1388.0,76,12261,2,5,21
bauke-mollema,2018,1147.0,86,13560,2,8,18
bauke-mollema,2017,1318.0,79,12950,2,6,23
bauke-mollema,2016,1050.0,69,10511,2,5,18
bauke-mollema,2015,1145.0,73,11952,2,9,19
bauke-mollema,2014,1156.0,68,11413,1,7,22
bauke-mollema,2013,1422.0,81,13019,2,14,33
bauke-mollema,2012,783.0,78,12118,0,2,16
bauke-mollema,2011,1085.0,90,14424,0,9,26
bauke-mollema,2010,533.0,76,12265,1,3,12
bauke-mollema,2009,31.0,29,4357,0,0,0
bauke-mollema,2008,180.0,67,9497,0,1,7
bauke-mollema,2007,77.0,19,2870,0,2,6
mathijs-paasschens,2026,55.0,71,10967,0,0,0
mathijs-paasschens,2025,55.0,67,10158,0,0,0
mathijs-paasschens,2024,32.0,66,10393,0,0,0
mathijs-paasschens,2023,92.0,66,10105,0,1,2
mathijs-paasschens,2022,111.0,59,10090,0,0,5
mathijs-paasschens,2021,18.0,44,7299,0,0,0
mathijs-paasschens,2020,5.0,28,4578,0,0,0
mathijs-paasschens,2019,65.0,56,9238,0,0,2
mathijs-paasschens,2013,,1,12,0,0,0
mathieu-van-der-poel,2026,1304.0,44,7237,8,10,14
mathieu-van-der-poel,2025,1621.0,41,7053,6,15,19
mathieu-van-der-poel,2024,1612.0,41,7507,4,10,13
mathieu-van-der-poel,2023,1719.0,46,8243,6,10,14
mathieu-van-der-poel,2022,1236.0,47,7865,5,9,14
mathieu-van-der-poel,2021,1488.0,37,6317,8,12,18
mathieu-van-der-poel,2020,1164.0,30,5245,5,8,14
mathieu-van-der-poel,2019,1332.0,27,4962,10,12,19
mathieu-van-der-poel,2018,436.0,13,2200,6,9,10
mathieu-van-der-poel,2017,335.0,14,2258,5,10,10
mathieu-van-der-poel,2016,30.0,6,969,0,0,2
